firstName,lastName,position,team,playerId,birthdate,points,lower,upper,sdPts,positionRank,dropoff,tier,vor,overallRank,adp,aav,adpDiff,exp,ecrPosition,sdRank,ecrRank,risk
Taylor,Gabriel,WR,ATL,2550617,2/17/91,79.8345729,55.31153333,111.2533223,25.93623697,56,0.630408751,13,46.8345729,382,149.215,1.13,232.785,3,64,6.7,173.6,6.249055247
Kyle,Van Noy,LB,NE,2543699,3/26/91,53.825,50.765,56.885,5.409366876,96,1.6875,35,46.825,383,,0.4,,3,,,,3.470953092
Kevin,White,WR,CHI,2553432,6/25/92,79.71933156,52.05742138,103.9278893,24.35600283,57,1.204085921,13,46.71933156,384,152.185,2.12,231.815,2,54.4,9,140.2,6.42337039
Jabaal,Sheard,LB,IND,2495228,5/10/89,53.625,48.925,58.325,8.308504679,97,5.45,35,46.625,385,,0.37,,6,,,,3.81692949
Eric,Rowe,DB,NE,2552255,10/3/92,49.5,49.5,49.5,,96,1.125,38,46.5,386,,0.23,,2,,,,
Kyle,Fuller,DB,CHI,2543681,2/16/92,49.5,49.5,49.5,,96,0.4,38,46.5,386,,0.32,,3,,,,
Vance,McDonald,TE,PIT,2540215,6/13/90,56.12653763,31.56732,80.548751,21.5609618,26,2.431384913,11,46.12653763,388,,0.65,,4,29.9,5.7,219.8,7.900226816
Dontae,Johnson,DB,SF,2543739,12/1/91,48.7,48.7,48.7,,98,0.75,38,45.7,389,,0.23,,3,,,,
Mohamed,Sanu,WR,ATL,2533040,8/22/89,78.68899675,72.497102,86.25550629,6.40033934,58,0.476835736,13,45.68899675,390,159.415,1.29,230.585,5,69.1,9.6,192.8,4.5892171
David,Njoku,TE,CLE,2557986,7/10/96,55.54307734,47.3263393,66.3797393,8.41933623,27,4.709703835,11,45.54307734,391,173.91,2.76,217.09,0,25.3,4.1,195.3,4.766455861
Cole,Beasley,WR,DAL,2535698,4/26/89,78.34149452,65.9748,89.46205713,21.34150356,59,0.403886665,13,45.34149452,392,153.755,1.36,238.245,5,62.2,9.9,172.3,6.234854236
Robby,Anderson,WR,NYJ,2556462,5/9/93,78.0828275,52.183946,97.73046,23.34966547,60,0.34284084,13,45.0828275,393,158.195,0.93,234.805,1,57.9,11.3,150,6.659173615
Daniel,Sorensen,DB,KC,2550257,3/5/90,48.05,48.05,48.05,,99,1.65,38,45.05,394,,0.59,,3,,,,
Darian,Thompson,DB,NYG,2555154,9/22/93,47.85,47.85,47.85,,100,3.875,39,44.85,395,,0.39,,1,,,,
Torrey,Smith,WR,PHI,2495459,1/26/89,77.79238821,57.26932,94.42968,16.84314746,61,0.186229587,13,44.79238821,396,169.095,0.92,226.905,6,71.4,11.4,198.7,5.976996575
Breshad,Perriman,WR,BAL,2552597,9/10/93,77.68758511,62.0542,98.769114,15.71671778,62,0.939300462,13,44.68758511,397,182.96,1.51,214.04,2,63,8.1,170.8,5.363284232
Allen,Hurns,WR,JAC,2550353,11/21/91,77.52473215,68.3825,88.958852,10.54189312,63,3.304174779,13,44.52473215,398,198.03,1.13,199.97,3,68.3,8,189.5,4.793906319
Thomas,Rawls,RB,SEA,2553733,8/3/93,72.02736667,44.12532,94.8324,21.67146334,45,5.486841667,14,44.02736667,399,100.14,2.1,298.86,2,42.3,7.2,116.4,6.215363527
John,Simon,LB,IND,2539280,10/14/90,50.65,43.57,57.73,12.51579003,98,6.1,36,43.65,400,,0.45,,4,,,,4.319017188
Marqise,Lee,WR,JAC,2543475,11/25/91,75.97183714,58.574,99.480192,19.12841876,64,3.845872344,13,42.97183714,401,180.3,1.2,220.7,3,64.3,6.8,176,5.534596495
Jeff,Heath,DB,DAL,2541832,5/14/91,44.95,41.31,48.59,6.434671709,101,2.325,39,41.95,402,,0.52,,4,,,,3.269023818
Jermaine,Gresham,TE,ARI,497238,6/16/88,51.8472281,42.91945707,59.69430033,7.538159151,28,5.08577796,12,41.8472281,403,,0.49,,7,32.5,5.2,232,4.990203286
Roberto,Aguayo,K,CHI,2555408,5/17/94,42.83641835,3.169851008,93.29785101,60.98605691,34,26.79891835,20,41.83641835,404,205.88,4.98,198.12,1,25.3,6.4,246.5,10.12347597
J.J.,Watt,DL,HOU,2495488,3/22/89,133.775,128.795,138.755,8.803479426,1,28.4,1,41.45,405,61.4,5.56,343.6,6,,,,4.093454492
Bradley,McDougald,DB,SEA,2539243,11/15/90,43,8.6,77.4,60.81118318,102,1.625,39,40,406,,0.54,,4,,,,8.80011139
Rex,Burkhead,RB,NE,2539265,7/2/90,67.91888286,48.2986,87.5244,19.04125597,46,3.043270714,15,39.91888286,407,137.49,1.36,269.51,4,49.5,10.3,140.9,6.59463447
Jesse,James,TE,PIT,2552633,6/4/94,49.8195189,38.63193657,59.47319733,9.4516029,29,6.177174429,12,39.8195189,408,181.43,0.85,226.57,2,28,5.8,210.1,5.578391825
Kenny,Golladay,WR,DET,2558052,1/1/93,72.46927759,46.34605067,94.845088,23.62755348,65,0.71517611,14,39.46927759,409,150.975,1.79,258.025,0,66,12.8,174.8,6.913049249
Marcus,Williams,DB,NO,2558847,9/8/96,42.25,8.45,76.05,59.75052301,103,2.25,39,39.25,410,,0.44,,0,,,,8.692222816
J.J.,Nelson,WR,ARI,2552656,4/24/92,71.78265201,59.34843,90.130216,14.75596723,66,0.482283437,14,38.78265201,411,172.995,0.83,238.005,2,63.2,8.1,170.8,5.26034811
Devin,Funchess,WR,CAR,2552458,5/21/94,71.72555095,58.8264,83.97805333,11.54926602,67,1.621043263,14,38.72555095,412,173.94,1.31,238.06,2,66.2,8.9,182.5,5.036299023
Dee,Ford,LB,KC,2543494,3/19/91,45.7,40.66,50.74,8.909545443,99,2.375,37,38.7,413,,0.55,,3,,,,3.888656304
Brandon,LaFell,WR,CIN,497302,11/4/86,70.87518619,48.81541333,91.170524,20.11812896,68,2.426966835,14,37.87518619,414,189.76,0.65,224.24,7,82.3,10.6,230.5,6.208361306
Stephon,Gilmore,DB,NE,2533062,9/19/90,40.5,8.1,72.9,57.27564928,104,1.125,39,37.5,415,,0.88,,5,,,,8.440482809
Chris,Thompson,RB,WAS,2540011,10/20/90,65.16216714,55.54643667,81.7244,17.57565677,47,1.248378571,15,37.16216714,416,198.06,0.81,217.94,4,58.8,9,175.6,6.120561024
Latavius,Murray,RB,MIN,2541161,1/18/90,64.58905714,46.44288,86.79656,22.62628028,48,1.427000952,15,36.58905714,417,130.745,2.09,286.255,4,50,9.1,144.9,6.762634548
Eddie,Jackson,DB,CHI,2558176,12/10/92,39.5,7.9,71.1,55.86143571,105,0.25,40,36.5,418,,0.4,,0,,,,8.296631377
Alex,Okafor,LB,NO,2539319,2/8/91,43.4,43.4,43.4,,100,0.4,38,36.4,419,,0.27,,4,,,,
Curtis,Samuel,WR,CAR,2558066,8/11/96,69.33382919,43.54504,87.625504,21.05391705,69,1.907062164,14,36.33382919,420,185.23,1.85,234.77,0,79.1,9,225.8,6.069580426
Adoree,Jackson,DB,TEN,2558065,9/18/95,39.25,7.85,70.65,55.50788232,106,0.5,40,36.25,421,,0.89,,0,,,,8.260668519
Manti,Teo,LB,NO,2539277,1/26/91,43.25,8.65,77.85,61.16473657,101,0.725,38,36.25,421,,0.53,,4,,,,10.12466991
Byron,Maxwell,DB,MIA,2495310,2/23/88,39.25,7.85,70.65,55.50788232,106,0.25,40,36.25,421,,0.65,,6,,,,8.260668519
A.J.,Bouye,DB,JAC,2541162,8/16/91,38.75,7.75,69.75,54.80077554,108,0.875,40,35.75,424,,0.89,,4,,,,8.188742803
Korey,Toomer,LB,LAC,2534567,12/9/88,42.75,8.55,76.95,60.45762979,102,1.85,38,35.75,424,,0.48,,5,,,,10.04028542
Orlando,Scandrick,DB,DAL,2307,2/10/87,38.75,7.75,69.75,54.80077554,108,0.125,40,35.75,424,,0.33,,9,,,,8.188742803
Marcus,Cooper,DB,CHI,2541202,2/1/90,38.5,7.7,69.3,54.44722215,110,1.5,40,35.5,427,,0.59,,4,,,,8.152779944
Nick,Vigil,LB,CIN,2555528,8/20/93,42.3,40.46,44.14,3.252691193,103,3.3,39,35.3,428,,0.49,,1,,,,3.213580406
Darren,McFadden,RB,DAL,284,8/27/87,63.23852,47.02573333,78.63445333,25.02842853,49,0.820715714,15,35.23852,429,80.425,1.93,348.575,9,44.3,13.7,120.2,8.098704159
Jamaal,Williams,RB,GB,2558204,4/3/95,63.08559238,46.55021867,80.508,16.48890665,50,1.762572143,15,35.08559238,430,119.89,2.38,310.11,0,49.4,9.5,137.7,6.100478686
Terrance,Williams,WR,DAL,2539205,9/18/89,67.56260952,52.6482,80.984558,13.6969314,70,0.506213262,14,34.56260952,431,209.85,0.56,221.15,4,81.6,10.4,224,5.490505149
Danny,Amendola,WR,NE,2649,11/2/85,67.29092452,46.55992667,94.9994,29.01305345,71,0.592886566,14,34.29092452,432,159.66,0.85,272.34,9,76.3,16.8,195.4,8.08766527
Jamar,Taylor,DB,CLE,2539932,9/29/90,37.25,7.45,67.05,52.6794552,111,0.5,40,34.25,433,,0.39,,4,,,,7.972965654
Robert,Woods,WR,LAR,2540169,4/10/92,66.821868,49.641374,89.66793,19.34082806,72,0.248050517,14,33.821868,434,210.12,1.16,223.88,4,68.5,13,181.1,6.483643965
Charles,Sims,RB,TB,2543770,9/19/90,61.75001619,47.27613333,78.88011886,20.6699828,51,1.169382381,15,33.75001619,435,184.45,0.89,250.55,3,61.9,8.2,185.9,6.318941069
Richard,Sherman,DB,SEA,2495507,3/30/88,36.75,7.35,66.15,51.97234842,112,0.75,40,33.75,436,,0.81,,6,,,,7.901039938
Dominique,Rodgers-Cromartie,DB,NYG,306,4/7/86,36.75,7.35,66.15,51.97234842,112,0.25,40,33.75,436,,0.55,,9,,,,7.901039938
Austin,Seferian-Jenkins,TE,NYJ,2543683,9/29/92,43.70338138,25.1448,61.86525333,15.4435291,30,0.538132597,13,33.70338138,438,,0.73,,3,27.1,5.9,200.1,6.780997911
Vernon,Davis,TE,WAS,2495826,1/31/84,43.58130757,35.54039467,57.56723947,10.45195688,31,1.290612569,13,33.58130757,439,,0.55,,11,32.4,4.1,233,5.162220674
Kendall,Wright,WR,CHI,2532977,11/12/89,66.57420792,52.4519,85.85940365,16.28657112,73,0.570210391,14,33.57420792,440,190.4,0.73,249.6,5,71.8,13.3,193.4,6.201227186
John,Ross,WR,CIN,2558010,11/27/95,66.57342705,47.82632,83.0284288,16.8770441,74,1.949369716,14,33.57342705,441,163.895,3.24,277.105,0,68,11.1,183,5.935807841
Jason,McCourty,DB,CLE,89756,8/13/87,36.25,7.25,65.25,51.26524164,114,0.5,40,33.25,442,,0.44,,8,,,,7.829114222
Jamaal,Charles,RB,DEN,925,12/27/86,60.89602429,53.5698,67.34856,8.93978637,52,0.880232976,16,32.89602429,443,133.3,1.72,309.7,9,52.8,8.4,153.6,4.925573315
Joe,Haden,DB,CLE,496733,4/14/89,35.75,7.15,64.35,50.55813485,115,0.5,40,32.75,444,,0.4,,7,,,,7.757188506
Johnathan,Joseph,DB,HOU,2495872,4/16/84,35.75,7.15,64.35,50.55813485,115,1.125,40,32.75,444,,0.35,,11,,,,7.757188506
Dwayne,Allen,TE,NE,2533046,2/24/90,42.74919,19.53387,72.84027,26.36213774,32,1.101170476,13,32.74919,446,166.615,1.25,279.385,5,26.3,5.1,198.8,8.619419566
Gerald,Hodges,LB,BUF,2539293,1/17/91,39.5,7.9,71.1,55.86143571,104,1.5,39,32.5,447,,0.53,,4,,,,9.491786253
Marquise,Goodwin,WR,SF,2539964,11/19/90,65.434568,53.91579,84.0116,15.87385763,75,1.829245378,14,32.434568,448,172.205,0.64,275.795,4,85,13.7,222.4,6.216769123
C.J.,Prosise,RB,SEA,2555417,5/20/94,60.26524333,42.03933333,79.98053333,20.97364754,53,1.989595595,16,32.26524333,449,138.97,2.64,310.03,1,47.1,7.6,129.5,6.220341593
George,Kittle,TE,SF,2558266,10/9/93,41.8322,17.38313429,68.8392,21.97785352,33,1.027974367,13,31.8322,450,,0.67,,0,38.8,10.9,244.6,9.850176716
Shane,Vereen,RB,NYG,2495473,3/2/89,59.76633929,34.3222,78.47666,19.71722788,54,3.140714226,16,31.76633929,451,178.58,0.78,272.42,6,59,10.2,179.1,6.654898566
Jalen,Mills,DB,PHI,2555383,4/6/94,34.75,6.95,62.55,49.14392129,117,0.5,40,31.75,452,,0.26,,1,,,,7.613337073
Kareem,Jackson,DB,HOU,496735,4/10/88,34.5,6.9,62.1,48.7903679,118,0.5,40,31.5,453,,0.32,,7,,,,7.577374215
Rey,Maualuga,LB,MIA,79852,1/20/87,38.5,7.7,69.3,54.44722215,105,1.125,39,31.5,453,,0.21,,8,,,,9.323017279
Tyler,Higbee,TE,LAR,2555364,1/1/93,41.46383905,22.22866,57.23245333,15.54860556,34,2.280396057,13,31.46383905,455,,1,,1,32.1,5.9,228.8,6.801456998
Cody,Kessler,QB,CLE,2555387,5/11/93,44.06288667,5.512266667,102.897578,43.61987852,35,7.406664603,20,31.06288667,456,,0.56,,1,36.5,4.3,262.9,7.951636616
Artie,Burns,DB,PIT,2555344,5/1/95,34,6.8,61.2,48.08326112,119,0.75,40,31,457,,0.89,,1,,,,7.505448499
Nolan,Carroll,DB,DAL,494254,1/16/87,34,6.8,61.2,48.08326112,119,0.375,40,31,457,,0.27,,7,,,,7.505448499
Tavon,Austin,WR,LAR,2539336,3/15/91,63.81354667,53.78830533,79.220564,12.0460222,76,0.423950045,15,30.81354667,459,195.75,1.02,263.25,4,74.1,9.3,209.6,5.149282779
Vincent,Rey,LB,CIN,2507843,9/6/87,37.5,7.5,67.5,53.03300859,106,0.375,39,30.5,460,,0.44,,2017,,,,9.154248304
Josh,Doctson,WR,WAS,2555343,12/3/92,63.39709858,28.4662,88.77568,29.93032812,77,0.746936356,15,30.39709858,461,156.31,2.25,304.69,1,60.2,9.1,155.4,7.035551343
Julian,Edelman,WR,NE,238498,5/22/86,63.38209467,-0.404,128.594284,64.24198931,78,2.971140968,15,30.38209467,462,89.25,5.08,372.75,8,,,,16.62139667
Quincy,Wilson,DB,IND,2557961,1/1/96,33.25,6.65,59.85,47.02260095,121,0.625,40,30.25,463,,0.41,,0,,,,7.397559925
Shaq,Thompson,LB,CAR,2552447,4/21/94,37.25,7.45,67.05,52.6794552,107,1.625,39,30.25,463,,0.73,,2,,,,9.112056061
Steven,Nelson,DB,KC,2552265,1/22/93,33.25,6.65,59.85,47.02260095,121,0.25,40,30.25,463,,0.54,,2,,,,7.397559925
Jason,Verrett,DB,LAC,2543493,5/13/91,33.25,6.65,59.85,47.02260095,121,0,40,30.25,463,,0.36,,3,,,,7.397559925
Benjamin,Watson,TE,BAL,2506122,12/18/80,40.14461222,21.50773333,62.46705333,20.45876402,35,2.306589624,13,30.14461222,467,,0.62,,13,31.3,6.8,222.1,8.080940036
Hauoli,Kikaha,LB,NO,2552292,7/24/92,37,7.4,66.6,52.32590181,108,2.875,39,30,468,,0.42,,2,,,,9.069863817
Josh,Shaw,DB,CIN,2552259,3/27/92,32.75,6.55,58.95,46.31549417,124,0.5,41,29.75,469,,0.33,,2,,,,7.325634209
Anthony,Brown,DB,DAL,2555531,12/15/93,32.5,6.5,58.5,45.96194078,125,0.875,41,29.5,470,,0.29,,1,,,,7.289671351
Eli,Apple,DB,NYG,2555277,8/9/95,32,6.4,57.6,45.254834,126,0.75,41,29,471,,0.67,,1,,,,7.217745634
Jeremy,Kerley,WR,SF,2495189,11/30/88,61.91822978,43.76104667,81.410448,18.71312084,79,3.170068583,15,28.91822978,472,,0.4,,6,86.3,11.6,232.2,6.20722838
Robert,Turbin,RB,IND,2533460,12/2/89,56.78495619,42.2568,69.4484,13.25632076,55,1.131923988,16,28.78495619,473,194.52,0.58,278.48,5,65.6,10.8,200.3,5.998343778
Samaje,Perine,RB,WAS,2558138,9/16/95,56.46629393,32.237566,78.6664,20.89928855,56,2.46676869,16,28.46629393,474,115.505,3.4,358.495,0,46.3,9.1,128.2,6.550827851
Marshon,Lattimore,DB,NO,2558061,5/19/96,31.25,6.25,56.25,44.19417382,127,0.525,41,28.25,475,,0.69,,0,,,,7.10985706
Andrew,Adams,DB,NYG,2556456,8/28/93,31.25,6.25,56.25,44.19417382,127,0.025,41,28.25,475,,0.26,,1,,,,7.10985706
Nevin,Lawson,DB,DET,2543872,4/23/91,31.25,6.25,56.25,44.19417382,127,0,41,28.25,475,,0.25,,3,,,,7.10985706
Jeremy,Lane,DB,SEA,2534834,7/14/90,31.25,6.25,56.25,44.19417382,127,0,41,28.25,475,,0.31,,5,,,,7.10985706
Michael,Thomas,DB,MIA,2535687,3/17/89,31.25,6.25,56.25,44.19417382,127,0,41,28.25,475,,0.33,,5,,,,7.10985706
Chris,Conte,DB,TB,2495272,2/23/89,31.25,6.25,56.25,44.19417382,127,0,41,28.25,475,,0.41,,6,,,,7.10985706
Erik,Swoope,TE,IND,2550405,5/8/92,38.22227376,16.823452,55.79005253,19.89052532,36,0.832200512,13,28.22227376,481,,0.97,,3,32.8,5.2,230.9,7.395291459
Jalen,Collins,DB,ATL,2552573,3/20/93,31.2,31.2,31.2,,133,1.075,41,28.2,482,,0.58,,2,,,,
Mychal,Rivera,TE,JAC,2539995,9/8/90,37.45377143,18.0918,51.4404,18.10627715,37,0.193404131,14,27.45377143,483,,0.92,,4,44.3,9.2,224,8.485408193
Ryan,Griffin,TE,HOU,2541316,1/11/90,37.32637507,31.19957253,45.30755813,6.767313669,38,1.564654227,14,27.32637507,484,,0.57,,4,38.5,5.9,240.7,5.091680832
Kyle,Emanuel,LB,LAC,2552296,8/16/91,34.25,6.85,61.65,48.43681451,109,1,39,27.25,485,,0.23,,2,,,,8.605749138
Kemal,Ishmael,DB,ATL,2541431,5/6/91,30.25,6.05,54.45,42.77996026,134,0.25,41,27.25,485,,0.29,,4,,,,6.966005628
Clive,Walford,TE,OAK,2552397,10/21/91,37.19435952,16.19122867,59.844,20.47487718,39,3.411690073,14,27.19435952,487,,0.58,,2,43.8,6.8,314,8.084077375
Devante,Bond,LB,TB,2555307,7/3/93,34,6.8,61.2,48.08326112,110,1.625,39,27,488,,0.34,,1,,,,8.563556894
Keith,Tandy,DB,TB,2534741,2/12/89,30,6,54,42.42640687,135,0.25,41,27,488,,0.54,,5,,,,6.93004277
Marcus,Gilchrist,DB,HOU,2495153,12/8/88,30,6,54,42.42640687,135,0,41,27,488,,0.24,,6,,,,6.93004277
Patrick,Robinson,DB,PHI,2508084,9/7/87,30,6,54,42.42640687,135,0.125,41,27,488,,0.2,,7,,,,6.93004277
Lardarius,Webb,DB,BAL,81879,10/12/85,30,6,54,42.42640687,135,0,41,27,488,,0.27,,8,,,,6.93004277
Vontae,Davis,DB,IND,79901,5/5/88,30,6,54,42.42640687,135,0,41,27,488,,0.33,,8,,,,6.93004277
Jerick,McKinnon,RB,MIN,2543715,5/3/92,54.83977048,25.17137333,95.239716,37.24655449,57,1.848815476,16,26.83977048,494,,0.73,,3,69,8.5,209.4,8.419893949
Gareon,Conley,DB,OAK,2558062,6/29/95,29.75,5.95,53.55,42.07285348,140,0.5,41,26.75,495,,0.76,,0,,,,6.894079912
Darius,Butler,DB,IND,79897,3/18/86,29.75,5.95,53.55,42.07285348,140,0.125,41,26.75,495,,0.19,,8,,,,6.894079912
Kevin,King,DB,GB,2557996,5/5/95,29.5,5.9,53.1,41.71930009,142,0.625,41,26.5,497,,0.61,,0,,,,6.858117054
Josh,Jones,DB,GB,2558119,1/1/95,29,5.8,52.2,41.01219331,143,0.25,41,26,498,,0.7,,0,,,,6.786191338
Paxton,Lynch,QB,DEN,2555316,2/12/94,38.93031889,2.437066667,71.54477333,41.62299038,36,4.91035627,20,25.93031889,499,,1.2,,1,37.3,3,289.8,6.896090577
Chris,Conley,WR,KC,2552652,10/25/92,58.90367762,49.94842,68.9576,8.471895796,80,0.792138271,16,25.90367762,500,,0.74,,2,76.2,9.6,213,4.811166478
Bobby,McCain,DB,MIA,2552434,8/18/93,28.75,5.75,51.75,40.65863992,144,0.375,41,25.75,501,,0.11,,2,,,,6.750228479
Nickell,Robey,DB,LAR,2540197,1/17/92,28.75,5.75,51.75,40.65863992,144,0.125,41,25.75,501,,0.25,,4,,,,6.750228479
Seth,Roberts,WR,OAK,2550597,2/22/91,58.59264476,50.000328,69.6368,9.01731398,81,1.176902012,16,25.59264476,503,,0.31,,3,89,11.9,247,5.213226904
Keenan,Robinson,LB,NYG,2532940,7/7/89,32.5,6.5,58.5,45.96194078,111,0.5,40,25.5,504,,0.42,,5,,,,8.310403432
Sean,Smith,DB,OAK,2507783,7/14/87,28.5,5.7,51.3,40.30508653,146,0.625,41,25.5,504,,0.26,,8,,,,6.714265621
Budda,Baker,DB,ARI,2558009,1/10/96,28.25,5.65,50.85,39.95153314,147,1,41,25.25,506,,1.05,,0,,,,6.678302763
Shea,McClellin,LB,NE,2532907,8/1/89,32.25,6.45,58.05,45.60838739,112,0.5,40,25.25,506,,0.2,,5,,,,8.268211189
Alvin,Kamara,RB,NO,2558019,6/25/96,53.15928,38.731216,68.608,13.745204,58,0.966863095,17,25.15928,508,154.945,2.9,353.055,0,57.3,8.1,167.5,5.447011992
Spencer,Ware,RB,KC,2540204,11/23/91,52.82263,-7.53,127.71489,66.55768377,59,1.579325714,17,24.82263,509,69.405,4.74,439.595,4,,,,19.0230493
Devon,Kennard,LB,NYG,2543869,6/24/91,31.75,6.35,57.15,44.90128061,113,1.125,40,24.75,510,,0.3,,3,,,,8.183826702
Derrick,Morgan,LB,TEN,496828,1/6/89,31.75,6.35,57.15,44.90128061,113,0.5,40,24.75,510,,0.24,,7,,,,8.183826702
Nelson,Agholor,WR,PHI,2552600,5/24/93,57.63043394,40.67823521,89.848064,22.03595804,82,1.203122616,16,24.63043394,512,206.33,0.73,305.67,2,75.1,12.3,201.7,6.667822769
Tramon,Williams,DB,ARI,2506789,3/16/83,27.5,5.5,49.5,38.89087297,148,1.5,41,24.5,513,,0.14,,11,,,,6.570414189
Trey,Burton,TE,PHI,2550284,10/29/91,34.32908216,23.50642667,45.44678253,8.982510431,40,1.455336176,14,24.32908216,514,,0.46,,3,42.3,5.7,281,5.451118345
Phillip,Dorsett,WR,IND,2552424,1/5/93,57.20105156,31.38385807,83.82574,25.14925696,83,2.586764518,16,24.20105156,515,,0.59,,2,93.8,12.1,244.4,6.971505542
Juston,Burris,DB,NYJ,2555313,8/4/93,27,5.4,48.6,38.18376618,149,2.75,42,24,516,,0.25,,1,,,,6.498488473
Tamba,Hali,LB,KC,2506883,11/3/83,30.75,6.15,55.35,43.48706704,115,0.25,40,23.75,517,,0.32,,11,,,,8.015057727
DeAndre,Washington,RB,OAK,2555464,2/22/93,51.56220381,42.5406,62.3076,9.50288576,60,0.967079048,17,23.56220381,518,160.63,0.85,357.37,1,57.3,8.5,172,5.017274974
Khalil,Mack,DL,OAK,2543463,2/22/91,115.85,115.17,116.53,1.202081528,2,21.075,2,23.525,519,79.81,4.33,439.19,3,,,,2.870084643
Blair,Brown,LB,JAC,2558241,5/27/94,30.5,6.1,54.9,43.13351365,116,0.375,40,23.5,520,,0.35,,0,,,,7.972865484
Elandon,Roberts,LB,NE,2556119,4/22/94,30.5,6.1,54.9,43.13351365,116,0.125,40,23.5,520,,0.49,,1,,,,7.972865484
Mike,Hull,LB,MIA,2552317,5/25/94,30.5,6.1,54.9,43.13351365,116,0,40,23.5,520,,0.25,,2,,,,7.972865484
Kemal,Ishmael,LB,ATL,2541431,5/6/91,30.25,6.05,54.45,42.77996026,119,0.375,40,23.25,523,,0.29,,4,,,,7.93067324
Virgil,Green,TE,DEN,2495288,8/3/88,33.23625674,18.95116,42.07542947,10.18007317,41,1.820153048,14,23.23625674,524,,0.31,,6,43.9,5.9,331.7,5.756167896
Jordan,Jenkins,LB,NYJ,2555256,7/1/94,30,6,54,42.42640687,120,0.375,40,23,525,,0.25,,1,,,,7.888480996
Devontae,Booker,RB,DEN,2555223,5/27/92,50.92440476,30.19478667,80.89798,27.26406268,61,0.933535714,17,22.92440476,526,184.12,1.14,341.88,1,68.2,9.5,207.9,7.421996424
Joe,Schobert,LB,CLE,2555166,11/6/93,29.75,5.95,53.55,42.07285348,121,0.375,40,22.75,527,,0.31,,1,,,,7.846288753
Tyler,Boyd,WR,CIN,2555466,11/15/94,55.65357109,31.33762857,74.560768,21.34229428,84,2.238408495,17,22.65357109,528,,0.84,,1,82,10,231.5,6.249879111
Marcedes,Lewis,TE,JAC,2495888,5/19/84,32.51123524,21.566,41.427968,15.47404558,42,2.212589571,14,22.51123524,529,,0.34,,11,42.3,5.6,290,6.67912554
Antwione,Williams,LB,DET,2556376,5/26/93,29.5,5.9,53.1,41.71930009,122,1.125,40,22.5,530,,0.27,,1,,,,7.804096509
Charcandrick,West,RB,KC,2550268,6/2/91,50.26584476,40.58213333,59.9916,9.234919626,62,1.229823571,17,22.26584476,531,166.535,0.61,364.465,3,68.2,12.2,196.4,5.822105118
James,Harrison,LB,PIT,2504844,5/4/78,29.25,5.85,52.65,41.3657467,123,1.75,40,22.25,532,,0.41,,15,,,,7.761904266
Mike,Nugent,K,NYG,2506386,3/2/82,23.175,8.4,32.41,15.58597126,35,18.725,21,22.175,533,,0.15,,12,22.7,6.7,238.4,7.05349136
Will,Blackmon,DB,WAS,2495809,10/27/84,25,5,45,35.35533906,150,1.625,42,22,534,,0.2,,11,,,,6.210785608
T.J.,Yeldon,RB,JAC,2552471,10/2/93,49.71589333,35.149272,71.16364,27.53464609,63,1.865027857,17,21.71589333,535,194.32,1,340.68,2,67.9,7.7,212.2,7.047654886
Chad,Henne,QB,JAC,252,7/2/85,34.38212524,0,76.10076667,44.2614125,37,2.007420238,20,21.38212524,536,,0.92,,9,35.8,5.1,259.4,8.564750977
Christian,Hackenberg,QB,NYJ,2555416,2/14/95,33.6578,0,79.5118,43.97526927,38,4.4299075,21,20.6578,537,,0.6,,1,,,,8.940975295
Quincy,Enunwa,WR,NYJ,2543828,5/31/92,53.575003,-1.14,98.110702,50.78766146,85,0.345166909,17,20.575003,538,195.95,1.72,342.05,3,,,,13.73836667
Nick,Kwiatkoski,LB,CHI,2555288,5/26/93,27.5,5.5,49.5,38.89087297,124,1.125,40,20.5,539,,0.68,,1,,,,7.466558561
LeShaun,Sims,DB,TEN,2555551,9/18/93,23.5,4.7,42.3,33.23401872,151,0.25,42,20.5,539,,0.2,,1,,,,5.99500846
Joe,Thomas,LB,GB,2550262,5/6/91,27.5,5.5,49.5,38.89087297,124,0.375,40,20.5,539,,0.52,,3,,,,7.466558561
Dion,Lewis,RB,NE,2495469,9/27/90,48.35614905,30.83873333,62.46651771,14.17554403,64,1.042604405,17,20.35614905,542,162.915,1.03,379.085,6,59.4,8.9,173.8,5.680914198
Gerald,Everett,TE,LAR,2557889,6/25/94,30.32097214,20.958832,45.471585,12.62668063,43,0.233866452,14,20.32097214,543,,1.16,,0,37.2,8,218.3,6.987237631
Josh,Hill,TE,NO,2541834,5/21/90,30.27631919,23.95533779,40.4775056,7.409358678,44,0.804639762,14,20.27631919,544,,0.32,,4,43.2,6.3,279,5.360443459
Will,Fuller,WR,HOU,2555346,4/16/94,53.25532218,37.62626905,70.1004375,16.48422678,86,0.517846182,17,20.25532218,545,190.81,1.63,354.19,1,76.9,13.1,206.5,6.192523971
Rashard,Robinson,DB,SF,2555546,7/23/95,23.25,4.65,41.85,32.88046533,152,0.375,42,20.25,546,,0.26,,1,,,,5.959045602
Miles,Killebrew,DB,DET,2555315,5/10/93,23.25,4.65,41.85,32.88046533,152,0.125,42,20.25,546,,0.65,,1,,,,5.959045602
ArDarius,Stewart,WR,NYJ,2558150,12/8/93,53.20435,46.18576,57.45474,6.352331829,87,1.17149781,17,20.20435,548,219.36,0.89,328.64,0,81.8,12.2,220.3,4.972517556
